"","C001H","C002H","C003H","C004H","C005H","C006H","C007H","C008H","C009H"
"PITPNB",1199,1046,819,558,872,920,1148,1474,2227
"LOC110256863",1,18,28,12,0,0,3,0,47
"TTC28",19,15,58,33,57,33,54,25,50
"CHEK2",118,140,156,133,0,97,103,60,243
"LOC100155267",0,0,0,0,0,0,0,0,0
"HSCB",312,263,260,387,149,127,266,389,412
"CCDC117",968,733,694,532,798,720,706,901,1500
"XBP1",1282,1577,1521,772,1836,1256,1791,1454,2625
"LOC110256860",0,0,1,0,0,0,0,0,7
"ZNRF3",20,42,32,22,17,101,49,96,68
"C14H22orf31",0,0,0,0,0,0,0,0,0
"KREMEN1",371,318,236,414,430,195,293,621,670
"EMID1",98,117,156,96,202,92,146,216,226
"RHBDD3",75,123,95,9,13,19,53,54,173
"EWSR1",1938,1994,2027,1407,1108,946,1815,2469,3116
"GAS2L1",894,502,634,952,246,444,404,1211,2166
"RASL10A",0,0,0,0,0,0,0,0,0
"AP1B1",907,552,603,614,466,324,778,1309,2128
"LOC106505960",0,0,8,0,0,10,5,0,0
"NEFH",0,0,2,0,0,0,0,0,14
"LOC106505961",0,0,0,0,0,3,0,0,6
"THOC5",280,253,300,202,68,221,253,274,421
"NIPSNAP1",157,49,45,48,86,34,79,137,181
"NF2",363,313,366,177,224,124,284,439,889
"CABP7",0,0,0,0,0,0,0,0,4
"ZMAT5",142,102,98,228,166,194,184,212,230
"UQCR10",5191,5691,6425,5129,4328,5703,3540,5656,12228
"ASCC2",455,304,220,237,135,188,307,524,897
"MTMR3",492,377,272,285,480,173,510,633,859
"LOC106505968",0,6,0,26,0,0,6,0,0
"LOC106505966",0,0,0,0,0,0,0,18,0
"LIF",191,322,200,275,196,168,277,485,348
"OSM",56,11,15,13,99,0,116,53,0
"LOC110256683",43,10,16,0,19,11,31,16,20
"CASTOR1",174,170,164,135,48,59,93,172,170
"TBC1D10A",545,382,368,388,224,277,544,867,1046
"SF3A1",733,362,788,578,532,251,932,1068,1380
"CCDC157",68,6,9,56,0,73,25,44,96
"RNF215",79,125,142,112,263,46,66,171,237
"SEC14L2",81,1,44,18,0,12,40,171,73
"MTFP1",1633,1743,3538,2001,1260,1387,1575,2670,3008
"LOC100156470",4,20,57,24,17,11,7,56,0
"GAL3ST1",168,437,1105,557,45,79,191,1174,543
"PES1",359,551,506,212,312,215,487,693,855
"TCN2",694,1086,1268,1187,671,1246,686,2216,1730
"SLC35E4",167,129,131,201,229,172,210,320,745
"DUSP18",189,273,574,91,247,134,550,429,645
"C14H5orf52",0,0,0,0,0,0,7,0,0
"OSBP2",11,1,1,0,0,11,1,0,9
"MORC2",250,226,219,130,204,140,222,319,389
"LOC100525309",682,510,656,718,217,365,524,721,865
"SMTN",1728,1732,1906,842,2263,2340,1224,1668,3678
"SELENOM",497,590,536,440,404,507,571,673,960
"INPP5J",664,287,272,283,299,124,202,383,317
"PLA2G3",78,47,32,48,0,0,27,18,114
"RNF185",1116,965,885,971,924,617,1357,1555,1702
"LIMK2",351,412,255,203,121,196,277,481,547
"PIK3IP1",112,106,175,132,167,88,77,148,247
"LOC110256709",9,3,5,0,0,0,1,0,0
"PATZ1",75,61,70,43,33,13,76,66,148
"LOC110256708",1,0,0,7,0,0,7,1,0
"DRG1",967,1393,1495,784,1417,872,1075,1181,1799
"EIF4ENIF1",357,512,396,294,293,214,356,495,487
"SFI1",59,66,100,60,94,146,44,71,71
"PISD",581,678,1386,676,417,423,651,1025,1305
"PRR14L",411,371,240,136,170,177,327,571,592
"DEPDC5",182,128,159,129,25,50,99,257,284
"YWHAH",3531,3712,2942,3788,2009,2598,2930,10026,4096
"SLC5A1",121,113,197,130,165,108,169,126,98
"SLC5A4",8,18,17,31,26,28,15,8,27
"LOC102158332",7,80,112,80,19,21,8,101,93
"LOC102167964",0,0,2,2,3,6,3,1,4
"LOC100152327",168,37,442,515,461,631,121,746,563
"LOC102167597",24,72,285,131,37,66,21,80,385
"LOC102167466",56,533,1527,727,606,819,105,788,1403
"LOC100152690",17,73,35,9,42,49,41,91,38
"LOC110256677",0,0,0,0,0,0,0,0,0
"PRAME",0,10,0,0,0,0,0,0,0
"LOC100623458",0,0,5,22,0,0,0,32,0
"LOC100623670",0,15,39,18,71,253,1,52,8
"LOC110256716",0,8,57,0,0,0,1,0,7
"LOC110256715",0,0,0,0,0,0,0,0,0
"LOC110256714",0,0,6,0,0,0,0,23,0
"LOC110256717",0,0,0,0,0,0,0,0,0
"LOC110256698",0,6,5,0,0,36,0,0,12
"LOC102159834",21,39,29,15,0,8,2,74,52
"RSPH14",0,0,0,0,0,0,0,0,0
"GNAZ",45,82,43,39,53,52,41,91,101
"RAB36",46,39,21,78,19,52,16,85,57
"BCR",1664,2428,3350,5148,1476,1579,1994,5555,4325
"SPECC1L",136,153,182,39,79,260,143,132,237
"ADORA2A",11,1,40,0,0,21,23,0,30
"UPB1",1,15,38,8,14,5,8,38,14
"GUCD1",869,577,1306,323,584,421,869,1053,3065
"SNRPD3",1653,1058,1816,613,985,733,1715,1222,2793
"LRRC75B",0,0,0,0,0,0,0,0,0
"GGT1",401,33,1199,134,60,12,990,195,2223
"GGT5",277,145,335,232,96,153,191,137,360
"LOC100520275",3,1,0,20,24,0,0,0,13
"SUSD2",90,111,97,61,160,42,45,90,146
"CABIN1",393,285,434,263,209,124,285,413,705
"DDT",2740,4403,5519,5155,3267,2840,2413,3101,8714
"LOC100153094",9,48,54,30,23,70,21,32,89
"LOC100151901",93,62,241,81,16,97,45,110,275
"MIF",2452,3612,4980,2811,2902,2841,2782,3145,5441
"SLC2A11",61,31,68,52,15,0,38,63,70
"LOC106505982",0,0,0,0,0,0,0,0,0
"DERL3",72,49,201,50,57,41,30,131,44
"SMARCB1",617,380,547,311,238,278,419,670,614
"MMP11",326,358,365,441,307,149,202,392,457
"CHCHD10",2113,1869,1945,2373,1950,921,1892,2985,4826
"C14H22orf15",0,0,0,0,0,0,0,0,7
"VPREB3",10,3,254,62,0,48,2,0,9
"ZNF70",11,43,53,46,0,6,42,23,67
"LOC100523213",18,0,28,0,0,0,8,0,0
"VPREB1",12,12,70,0,23,29,14,10,0
"TOP3B",233,205,314,202,110,95,181,238,365
"PPM1F",149,70,185,44,169,22,123,152,193
"MAPK1",2002,1349,1893,1190,1186,955,1693,2581,2986
"YPEL1",40,31,55,18,53,70,56,39,71
"PPIL2",635,529,531,449,127,278,417,827,750
"LOC100155534",6,23,23,0,22,0,4,22,0
"MIR130B",0,0,0,0,0,0,0,0,0
"SDF2L1",435,333,367,459,209,163,441,667,604
"LOC110256815",7,50,14,0,17,6,40,58,30
"LOC100154312",22,63,58,0,0,20,61,27,16
"YDJC",119,23,30,13,31,39,31,75,68
"UBE2L3",5173,6679,5707,5866,4855,4561,5316,8217,8725
"LOC100153093",0,2,4,0,0,0,2,11,10
"HIC2",341,246,121,237,141,124,239,390,444
"TMEM191C",0,0,5,0,0,3,4,0,0
"PI4KA",627,379,948,802,533,328,555,1103,948
"SERPIND1",0,2,9,0,0,5,6,0,26
"SNAP29",802,699,679,732,393,680,804,1530,1501
"CRKL",881,719,638,681,615,656,1204,1833,1672
"AIFM3",391,150,285,311,319,300,226,198,816
"LZTR1",410,548,414,429,316,222,297,586,623
"THAP7",299,340,402,267,372,281,332,653,635
"LOC100510930",32,45,31,18,77,19,90,19,111
"P2RX6",30,77,66,20,16,28,32,51,61
"LRRC74B",22,19,16,0,0,11,3,40,8
"SLC7A4",11,9,64,15,24,25,5,0,34
"LOC100155138",0,0,1,0,0,0,3,0,1
"LOC100153925",93,116,62,48,58,61,46,46,65
"SMPD4",290,161,335,203,263,189,291,292,481
"LOC106505566",38,0,6,0,0,0,8,18,32
"LOC106505569",13,0,0,0,0,0,8,0,8
"CCDC74B",0,2,0,0,25,28,2,0,0
"MED15",660,793,579,792,831,219,985,1518,1359
"LOC106505550",17,8,21,0,16,24,21,3,48
"KLHL22",202,132,111,93,81,39,111,333,212
"SCARF2",61,101,71,114,120,0,53,114,135
"LOC110256810",0,0,0,0,0,0,3,0,0
"ZNF74",126,74,79,42,58,163,76,145,98
"DGCR2",2115,1588,1777,1780,869,703,1370,3007,4075
"TSSK1B",0,0,0,0,0,0,0,0,0
"TSSK2",0,0,0,0,0,0,0,0,0
"DGCR14",147,135,185,73,65,84,149,253,315
"GSC2",0,0,1,17,0,0,5,7,7
"SLC25A1",782,499,526,727,280,256,542,1091,1416
"LOC100152722",571,434,439,373,333,238,390,529,1133
"MRPL40",1427,1153,1206,990,1144,820,1192,1621,2515
"C14H22orf39",129,121,291,136,37,42,115,116,212
"UFD1",1443,1256,1352,1172,933,1178,1217,1644,1976
"CDC45",215,184,228,3,93,72,123,176,222
"CLDN5",55,77,41,81,0,17,27,167,147
"SEPT5",51,28,99,113,49,52,55,163,170
"GP1BB",6,0,0,0,0,13,0,0,0
"TBX1",53,35,68,107,11,79,74,85,103
"GNB1L",311,340,388,421,349,155,372,625,619
"RTL10",0,0,0,0,0,37,0,0,0
"TXNRD2",116,110,199,80,98,59,90,161,197
"COMT",484,770,1265,555,588,210,1021,1245,1485
"ARVCF",87,48,68,68,13,23,49,45,106
"TANGO2",846,799,932,803,595,409,800,1519,1503
"MIR185",0,0,0,0,0,0,0,0,0
"DGCR8",313,304,384,216,205,231,269,444,614
"MIR1306",0,0,0,0,0,0,0,0,0
"TRMT2A",326,361,444,179,282,185,305,480,595
"RANBP1",1185,748,1061,352,836,714,948,981,1338
"ZDHHC8",27,47,30,57,40,10,30,55,75
"CCDC188",0,0,0,0,0,0,0,0,0
"RTN4R",5,9,18,5,0,45,4,16,20
"LOC110256626",123,40,154,89,28,9,123,182,111
"DGCR6L",677,654,989,447,713,513,651,898,1276
"LOC110256816",1,0,4,0,0,0,6,0,8
"LOC110256817",0,0,0,8,0,0,0,2,0
"LOC110256818",0,0,0,0,0,0,0,0,0
"LOC110256663",0,0,1,0,0,11,0,0,0
"CHRM3",80,84,69,35,117,59,42,76,64
"LOC106505993",0,0,0,0,0,0,0,0,0
"ZP4",0,0,0,0,0,0,0,0,0
"LOC110256642",0,0,0,0,0,0,0,0,0
"RYR2",57,27,7,0,128,27,22,11,81
"LOC102162338",9,1,0,0,0,0,0,0,11
"MTR",60,75,35,34,72,52,29,32,64
"ACTN2",156,155,106,118,120,99,112,234,347
"HEATR1",71,35,49,52,0,13,97,92,142
"LGALS8",1057,777,980,1010,539,487,1328,1353,1306
"EDARADD",9,6,5,0,0,0,3,11,0
"LOC110256688",0,0,0,0,0,0,0,2,0
"ERO1B",204,409,352,189,440,436,300,261,528
"GPR137B",90,99,101,34,22,52,83,91,127
"LOC110256753",0,0,0,0,0,10,0,0,0
"NID1",400,531,680,549,658,658,435,659,818
"LOC110256722",12,3,0,0,0,15,4,0,0
"LYST",197,184,226,186,188,300,153,213,240
"LOC110256723",0,0,3,41,19,0,2,0,0
"GNG4",0,0,4,0,0,0,0,0,0
"B3GALNT2",160,151,222,127,138,59,107,160,208
"TBCE",221,102,80,37,45,90,122,89,316
"GGPS1",418,457,431,378,268,384,428,335,549
"ARID4B",1324,2013,1587,1580,1123,1418,1728,1413,1764
"RBM34",350,219,211,79,252,211,217,242,190
"TOMM20",1397,1582,1798,1250,1384,1399,1383,1183,1881
"LOC110256735",0,16,1,0,0,0,0,0,0
"LOC102158191",0,0,6,0,0,0,2,0,0
"LOC102158284",37,38,41,64,14,9,21,25,48
"LOC106505999",9,2,8,0,0,25,4,0,0
"LOC102158473",2,0,0,0,0,37,6,0,0
"LOC110256878",0,0,0,0,0,0,0,15,0
"LOC110256820",2,1,4,2,0,0,6,1,0
"IRF2BP2",2016,2483,3866,2871,2056,2977,2285,3214,3539
"LOC110256752",0,0,0,0,0,9,0,0,0
"LOC106506002",0,3,0,0,0,0,6,0,8
"TARBP1",77,111,101,141,128,129,121,139,236
"LOC106506003",8,0,7,0,0,5,8,0,0
"LOC100512926",312,229,259,176,228,277,229,254,496
"SLC35F3",0,4,1,0,0,0,1,0,0
"KCNK1",1115,748,856,1510,757,1350,1008,1505,2483
"LOC102160091",0,0,0,0,0,0,0,0,0
"MAP3K21",376,364,407,232,218,119,308,493,551
"PCNX2",0,19,7,8,0,58,7,0,23
"NTPCR",206,144,249,103,343,182,184,515,421
"MAP10",58,18,39,52,15,139,39,26,31
"SIPA1L2",57,73,151,124,175,78,255,152,402
"DISC1",9,4,9,0,0,9,0,10,8
"TSNAX",1498,1121,1319,1106,883,929,1439,1076,2095
"EGLN1",171,279,354,112,43,141,227,339,425
"SPRTN",47,50,72,44,33,19,37,71,69
"EXOC8",140,138,66,122,261,143,142,223,234
"GNPAT",210,224,275,30,173,121,144,148,313
"C14H1orf131",214,255,187,56,102,175,227,231,361
"TRIM67",8,0,5,0,0,0,0,0,0
"FAM89A",704,608,607,861,575,431,590,1554,1560
"ARV1",588,706,764,502,729,487,591,567,966
"TTC13",234,358,627,373,244,465,345,351,775
"C14H1orf198",135,191,149,192,178,194,201,291,371
"CAPN9",50,113,209,109,25,37,69,116,205
"AGT",79,140,165,255,137,92,83,153,282
"COG2",356,306,369,182,115,162,185,209,375
"LOC110256786",0,0,0,0,0,0,0,0,0
"PGBD5",2,0,6,0,0,0,0,0,0
"GALNT2",322,222,243,229,182,83,209,544,588
"URB2",11,22,75,66,16,0,47,85,56
"TAF5L",114,134,151,120,55,47,122,265,300
"ABCB10",516,713,561,544,374,663,405,524,873
"LOC102162612",0,0,3,0,0,2,0,1,1
"NUP133",223,297,579,107,277,270,311,254,472
"ACTA1",115,84,64,0,146,82,8,83,130
"CCSAP",45,102,85,20,88,39,37,53,13
"RAB4A",1440,1663,1668,1329,1103,1310,1345,2065,3270
"LOC102163174",11,17,38,21,0,6,13,0,0
"LOC106506008",0,0,0,0,0,0,1,0,0
"RHOU",2159,3398,4273,7016,2168,3371,5133,8261,9407
"LOC110256600",0,0,0,0,0,8,0,0,0
"LOC110256821",0,0,0,0,0,0,0,0,0
"ZNF37A",5,17,7,0,1,9,2,0,0
"ZNF33B",299,285,269,213,177,111,283,150,248
"LOC106506010",0,4,0,0,0,0,0,0,9
"ZNF25",111,86,84,94,44,104,56,100,158
"LOC100738050",69,52,58,25,0,65,43,52,66
"ZNF248",112,83,91,29,37,64,103,79,101
"BMS1",402,382,397,123,416,304,395,486,579
"RET",2,25,19,7,20,35,26,18,36
"CSGALNACT2",165,173,182,50,163,152,161,169,254
"RASGEF1A",0,7,29,17,13,20,18,58,10
"FXYD4",4,25,0,0,41,33,14,25,9
"HNRNPF",7682,6443,6878,5393,7163,5165,9761,11550,11420
"LOC100738157",0,20,12,0,36,0,20,64,33
"LOC100737817",139,69,200,35,90,144,162,212,110
"BICC1",174,138,132,74,74,121,126,84,169
"LOC110256651",0,0,0,0,0,0,0,0,0
"PHYHIPL",12,5,7,12,21,9,15,4,0
"LOC110256649",5870,13,221,0,4966,0,3,0,0
"FAM13C",0,5,0,0,8,0,1,0,1
"LOC110256799",0,0,0,0,0,0,0,0,0
"SLC16A9",0,6,11,16,9,0,7,25,0
"MRLN",0,0,3,0,0,0,0,0,0
"CCDC6",581,371,376,813,281,307,453,774,674
"LOC110256850",12,3,4,0,25,10,9,12,4
"ANK3",1595,800,529,1428,560,1170,957,3313,2203
"LOC102158192",252,94,131,145,93,152,162,512,290
"LOC110256822",7,0,0,0,0,0,0,0,0
"CDK1",1442,1173,990,651,1094,1125,1057,1182,1739
"LOC110256801",14,0,0,0,0,0,0,0,0
"RHOBTB1",295,312,249,286,142,194,224,396,459
"LOC106506012",0,7,0,6,0,0,0,18,0
"LOC106506013",0,0,0,12,0,0,1,0,10
"TMEM26",0,1,0,0,22,0,0,3,0
"LOC110256660",0,0,8,0,0,7,0,0,4
"LOC102159881",4,0,10,0,0,0,0,0,0
"C14H10orf107",10,44,22,71,0,14,14,9,38
"ARID5B",109,231,261,160,197,292,130,72,193
"LOC110256700",16,6,13,15,16,12,2,9,18
"RTKN2",21,24,37,9,44,48,29,30,22
"MIR9836",0,0,0,0,0,0,0,0,0
"LOC102161120",85,95,44,22,75,53,135,152,211
"ZNF365",0,0,21,13,0,21,19,0,69
"ADO",48,53,46,30,40,53,47,76,202
"EGR2",53,57,72,32,37,66,58,45,83
"LOC106506022",0,0,1,0,0,0,0,0,0
"LOC110256759",7,0,0,0,0,0,0,0,0
"NRBF2",656,583,499,242,520,397,480,839,673
"JMJD1C",1896,1301,1572,1701,1347,2015,1895,1849,2102
"MIR1296",0,0,0,0,0,0,0,0,0
"REEP3",4728,4889,5011,3577,4496,6805,4795,4927,8710
"LOC102164693",0,52,179,11,0,31,20,21,62
"LOC102165048",0,0,0,8,0,0,0,0,0
"LOC106506028",0,0,0,0,0,0,0,0,0
"CTNNA3",13,15,13,36,0,15,6,29,74
"LRRTM3",0,0,5,0,0,34,0,0,0
"LOC110256885",0,0,10,0,0,0,0,6,0
"TRNAS-UGA_3",0,0,0,0,0,0,0,0,0
"DNAJC12",109,153,118,57,122,167,174,118,144
"SIRT1",164,171,212,85,186,115,152,159,143
"HERC4",1123,983,621,890,665,733,902,1296,1355
"MYPN",15,11,0,0,0,8,1,0,0
"LOC110256622",0,0,0,0,0,19,0,0,0
"ATOH7",0,0,0,0,0,0,0,0,0
"LOC110256710",0,0,3,0,0,7,0,0,0
"PBLD",42,36,7,26,0,2,44,8,21
"HNRNPH3",800,679,326,381,408,365,528,990,757
"RUFY2",205,133,158,131,95,186,78,69,327
"DNA2",164,122,81,33,61,86,86,107,142
"SLC25A16",241,429,421,186,333,203,298,248,510
"TET1",0,0,3,0,0,8,0,0,11
"CCAR1",471,633,517,385,418,404,549,590,721
"LOC106508088",0,0,5,0,0,29,5,11,0
"STOX1",6,5,25,5,0,12,6,0,11
"DDX50",90,57,77,0,42,19,71,69,119
"LOC106508089",7,22,18,20,0,3,12,0,16
"DDX21",412,378,406,117,644,341,574,350,625
"KIF1BP",196,170,209,97,190,92,131,86,264
"LOC106508090",0,3,9,0,0,0,1,0,0
"SRGN",7261,4940,8055,5555,6528,8581,8356,6114,9418
"VPS26A",4514,4654,4632,3430,3688,5152,4805,4605,8117
"SUPV3L1",97,55,79,62,65,71,75,132,152
"LOC100154753",8,0,4,1,0,0,0,0,1
"HKDC1",41,14,69,66,11,18,92,12,30
"LOC110256851",0,0,1,9,23,0,1,0,17
"HK1",1808,1056,1027,846,946,561,1515,2080,3086
"TACR2",33,34,2,0,32,19,16,0,28
"TSPAN15",1971,1130,1417,1744,1208,858,1752,3678,3279
"C14H10orf35",8,0,1,12,0,0,2,0,0
"NEUROG3",0,0,0,0,0,15,13,0,15
"COL13A1",51,22,102,79,62,129,53,56,100
"LOC100738475",16,78,45,54,34,70,20,36,110
"AIFM2",1021,532,480,737,369,250,699,1138,798
"LOC102161997",22,0,1,0,0,0,2,0,0
"TYSND1",323,233,313,214,140,91,173,377,366
"SAR1A",2087,2393,1785,1933,1390,1762,2149,2806,3604
"PPA1",14811,14691,6820,3995,6491,9920,8872,15966,6106
"LOC102163044",0,0,4,0,0,0,0,0,0
"NPFFR1",0,0,0,0,0,0,0,0,6
"LOC110256738",13,9,13,0,0,0,1,10,0
"LRRC20",36,18,31,43,12,6,24,5,144
"LOC110256844",0,1,0,0,0,0,0,7,6
"EIF4EBP2",3226,2384,2828,3344,1707,1448,3066,4974,3799
"NODAL",29,5,6,12,25,3,4,0,0
"PALD1",60,163,301,267,114,119,129,115,122
"LOC110256836",0,6,0,0,0,21,0,0,0
"PRF1",39,8,84,23,0,30,42,35,176
"ADAMTS14",13,14,19,3,0,0,4,74,43
"TBATA",13,10,3,0,0,0,2,30,12
"SGPL1",129,101,96,112,86,41,102,202,389
"PCBD1",753,558,643,437,569,330,559,1011,1156
"LOC110256788",0,0,0,0,0,7,0,0,0
"LOC110256673",0,0,0,0,0,0,0,0,0
"LOC110256672",0,0,0,13,0,0,9,0,0
"UNC5B",3474,1302,1518,1891,1281,812,1858,7322,3716
"SLC29A3",62,118,126,145,150,81,73,131,236
"CDH23",40,38,60,77,48,38,46,86,71
"LOC110256823",0,0,0,0,0,0,0,0,0
"C14H10orf105",0,0,0,0,0,0,1,9,10
"VSIR",1337,1790,3644,2582,1077,949,1952,3774,3988
"PSAP",3117,2695,3960,2433,1693,1664,3286,6963,6779
"LOC106506033",0,0,0,0,0,0,0,0,0
"CHST3",32,16,41,15,74,0,58,24,64
"LOC110256608",0,0,2,0,0,0,0,0,0
"SPOCK2",34,53,193,78,187,19,184,82,102
"ASCC1",262,214,308,161,154,192,190,185,407
"ANAPC16",895,1254,1835,682,1163,1664,1128,1365,1861
"DDIT4",459,719,2299,584,319,249,714,595,600
"DNAJB12",287,359,412,307,312,235,366,578,748
"MICU1",1314,768,588,846,609,795,889,1183,1716
"MCU",922,666,885,640,615,541,705,1113,1759
"OIT3",3,10,12,0,22,33,10,11,23
"PLA2G12B",140,98,149,313,26,185,188,412,168
"TRNAL-UAA_4",0,0,0,0,0,0,0,0,0
"P4HA1",892,1168,2306,1224,1103,1461,1293,940,1941
"NUDT13",413,449,800,477,428,449,590,459,1079
"ECD",138,147,236,133,95,195,129,159,323
"FAM149B1",320,248,423,275,323,360,316,365,533
"DNAJC9",16,8,20,27,0,17,22,25,23
"MRPS16",731,568,610,324,655,565,862,866,1525
"CFAP70",19,66,16,0,0,50,26,15,0
"ANXA7",4043,3655,3255,3451,2992,4403,4035,6106,7909
"PPP3CB",882,978,1043,738,1072,1103,1092,1074,1566
"MSS51",0,0,0,0,0,0,0,0,0
"LOC110256628",54,28,108,29,37,22,39,0,94
"USP54",32,30,52,81,22,50,36,34,86
"MYOZ1",6,12,3,34,69,2,1,7,0
"SYNPO2L",0,0,4,12,0,39,2,0,9
"SEC24C",360,289,264,142,442,111,395,448,639
"FUT11",328,555,698,508,517,465,426,485,770
"CHCHD1",362,487,399,403,508,251,450,520,662
"ZSWIM8",757,517,640,644,330,332,551,800,1027
"NDST2",153,224,231,159,207,35,162,292,211
"LOC106506035",0,0,0,0,0,0,0,0,0
"CAMK2G",970,548,432,400,593,286,450,1070,699
"LOC102160869",0,0,0,12,15,0,0,0,5
"PLAU",1390,1021,1453,1295,1955,1109,1864,1388,1992
"VCL",1493,1368,1165,874,1189,1060,1279,1391,1944
"AP3M1",780,531,337,239,417,367,522,658,1099
"ADK",568,404,721,460,353,463,705,405,760
"KAT6B",438,216,280,48,95,191,243,365,342
"LOC106506036",0,0,0,0,25,0,0,0,0
"DUPD1",0,0,8,0,0,0,0,0,0
"LOC110256662",0,3,5,0,0,0,0,0,0
"LOC110256721",0,0,0,0,0,24,0,0,0
"DUSP13",3,9,13,25,17,0,5,0,30
"SAMD8",540,537,483,251,160,362,580,545,723
"VDAC2",3514,3305,3281,2228,3528,2898,3176,3120,5422
"COMTD1",532,620,879,471,841,383,594,780,930
"LOC106507128",3,0,7,0,0,21,8,0,0
"ZNF503",210,225,305,286,134,211,172,138,210
"LOC106506044",6,33,7,0,30,0,4,0,28
"LRMDA",36,90,138,38,78,140,45,54,25
"LOC110256685",0,0,9,0,0,0,0,0,11
"LOC106506047",0,0,4,0,0,0,3,8,26
"KCNMA1",375,452,359,173,428,269,247,108,406
"LOC110256684",21,7,37,19,0,90,7,12,19
"LOC110256767",0,0,0,0,0,0,0,0,0
"DLG5",1294,772,1692,1805,1175,416,1876,1975,2040
"POLR3A",66,54,77,65,33,18,67,64,151
"RPS24",23966,30851,39621,29372,25106,49041,24661,30759,35679
"LOC102163764",6,0,5,0,0,15,3,0,13
"LOC106506052",0,0,11,0,0,10,7,7,28
"LOC106506054",0,0,0,0,0,0,0,0,0
"ZMIZ1",1466,951,1180,775,565,588,1192,2532,1569
"TRNAK-UUU_14",0,0,0,0,0,0,0,0,0
"PPIF",131,61,116,121,172,62,84,119,248
"LOC110256808",183,233,250,122,81,195,162,337,289
"ZCCHC24",71,28,40,21,0,36,41,77,61
"ANXA11",2196,1981,1887,2019,1339,1179,2244,3977,4720
"PLAC9",328,481,502,426,223,522,422,442,755
"LOC106506060",0,1,0,0,0,0,0,0,0
"TMEM254",134,154,147,75,73,130,126,125,112
"LOC110256704",8,0,0,0,0,2,0,0,0
"LOC110256703",0,0,0,0,0,9,2,0,0
"SFTPD",0,26,86,10,68,15,23,69,27
"MBL1",0,0,0,0,0,0,0,0,0
"SFTPA1",0,0,0,0,0,0,0,0,0
"MAT1A",0,2,4,8,23,16,4,0,3
"DYDC1",0,2,12,0,0,0,13,0,0
"DYDC2",0,2,0,15,0,0,0,19,6
"LOC106506062",3,0,2,0,0,0,1,0,0
"FAM213A",2157,2112,2576,2481,1529,3402,2076,2866,4559
"LOC102167252",0,0,2,0,0,80,0,0,0
"TSPAN14",373,391,535,264,380,242,457,890,1105
"SH2D4B",0,7,6,7,0,25,5,0,0
"NRG3",1,0,3,0,0,12,5,0,18
"LOC110256712",0,0,0,0,0,0,0,0,0
"LOC106506064",8,0,5,0,0,0,0,0,0
"GHITM",19147,20226,20875,25432,19212,13689,23158,24015,26684
"C14H10orf99",8510,4779,8728,4482,4376,2774,7245,8058,17484
"CDHR1",246,118,652,333,289,200,399,332,625
"LRIT2",0,0,0,0,0,0,0,0,0
"LRIT1",0,0,0,0,0,0,0,0,0
"RGR",0,0,0,0,0,0,0,0,0
"LOC106506066",0,1,10,10,0,0,2,0,3
"LOC110256665",0,4,5,0,0,0,0,1,10
"CCSER2",347,356,265,367,574,276,397,524,520
"LOC102160043",0,0,0,0,0,0,0,0,0
"LOC110256727",0,0,0,0,0,0,0,0,0
"GRID1",18,7,9,37,0,88,6,0,0
"LOC102161977",0,0,0,0,0,0,0,0,0
"LOC102166107",0,0,0,0,0,0,0,0,0
"LOC110256657",0,0,0,0,0,0,0,0,5
"LOC102165904",0,0,0,0,0,0,0,0,0
"LOC110256652",0,0,0,0,0,0,0,0,0
"WAPL",880,1164,738,863,668,520,1026,1493,1490
"OPN4",0,0,0,0,0,0,0,0,0
"LDB3",73,40,32,26,18,53,38,39,57
"BMPR1A",688,658,481,370,659,634,615,712,1187
"MMRN2",68,52,38,68,32,84,56,40,137
"SNCG",276,80,145,8,2,312,221,173,54
"ADIRF",144,193,330,454,1752,440,1586,505,617
"FAM25A",0,4,14,11,21,26,29,9,0
"LOC102163175",0,0,0,0,0,0,0,0,0
"GLUD1",844,832,989,668,795,587,954,1267,1806
"FAM35A",119,95,124,85,53,111,105,144,156
"LOC100625711",0,22,8,0,0,0,7,0,19
"GPRIN2",0,0,0,0,0,0,2,0,0
"LOC102164631",0,8,2,0,0,0,2,0,5
"PPYR1",5,5,4,18,15,0,7,0,6
"ANXA8",189,67,423,129,565,120,790,115,566
"ANTXRL",6,0,0,0,0,0,0,0,0
"LOC110256824",0,0,0,0,0,0,0,0,0
"LOC102164887",15,0,9,14,29,0,5,4,8
"ZNF488",11,14,6,17,17,87,5,0,12
"RBP3",0,0,0,0,0,0,0,2,0
"GDF2",0,3,0,0,0,0,0,0,11
"GDF10",33,63,62,45,60,101,55,48,141
"PTPN20",0,0,0,0,0,0,0,0,0
"FRMPD2",0,0,0,0,0,0,2,0,0
"MAPK8",1050,648,408,508,604,797,733,1716,1146
"ARHGAP22",82,141,141,153,104,89,85,204,175
"WDFY4",28,27,119,56,0,80,30,51,82
"MIR9835",0,0,0,0,0,0,0,0,0
"LRRC18",0,0,0,0,0,0,1,0,0
"VSTM4",111,257,210,185,215,144,185,239,266
"FAM170B",0,0,0,0,0,0,0,0,0
"C14H10orf128",14,59,67,85,33,33,66,114,99
"LOC110256648",0,0,0,0,0,0,0,0,0
"C14H10orf71",0,0,0,0,0,0,0,0,0
"DRGX",0,0,14,0,0,0,4,0,0
"ERCC6",72,31,104,16,25,19,47,86,53
"SLC18A3",0,0,5,0,0,0,10,0,13
